acceptanceDateTime,accessionNumber,mailing_street1,phone
"2024-11-12 11:39:40",0001085146-22-001409,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000141,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001085146-22-000572,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000138,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000136,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000134,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000132,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000130,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000128,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000126,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000124,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000122,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000120,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000118,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000116,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000114,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000112,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000109,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000107,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000105,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000103,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000101,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000099,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000097,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000095,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000093,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000091,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000089,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000087,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000085,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000083,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000081,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000079,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000077,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000075,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000073,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000071,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000069,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000067,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000065,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000063,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000061,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000059,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-22-000057,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001085146-21-003100,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000124,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000115,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000111,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000108,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000107,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000105,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000103,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000101,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000099,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000097,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000095,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000093,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000091,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000089,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000087,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000085,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000083,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000081,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000079,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000077,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000075,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000073,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000071,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000069,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000067,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000065,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000063,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000061,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000059,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000057,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000055,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000053,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000051,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000049,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000047,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000045,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-21-000043,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000106,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000104,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000100,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000098,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000094,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000090,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000908186-20-000133,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000748054-20-000009,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000083,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000081,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000073,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001710607-20-000073,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000069,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000067,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000065,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000063,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000061,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000059,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000057,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000055,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000053,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000051,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000049,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000047,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000045,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000042,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000040,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000038,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000036,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000034,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000032,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000030,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000028,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000026,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000024,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000022,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000020,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000018,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000016,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000014,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-20-000010,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001710607-19-000163,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001710607-19-000159,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000748054-19-000021,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000104,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000099,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000094,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001710607-19-000034,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000090,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001710607-19-000028,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000748054-19-000007,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000082,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000080,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000078,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000076,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000074,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000072,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000070,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000068,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000066,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000064,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000062,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000059,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000057,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000054,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000052,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000050,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000048,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000046,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000044,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000042,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000040,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000038,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000036,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-19-000034,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000070,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000065,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000062,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000055,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000050,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000046,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000043,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000040,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000038,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000036,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000034,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000031,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000028,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000025,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000023,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000021,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000019,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000015,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000013,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000011,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001710607-18-000042,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-18-000008,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000060,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001680359-17-000598,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000056,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000880268-17-000096,"4500 MAIN STREET",816-531-5575
